ACC,F1Score,MCC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,FPR_ratio,FPR_diff,EQO_ratio,EQO_diff,TNR_ratio,TNR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.67,0.65,0.33,0.03,0.47,0.04,0.96,0.0,0.89,0.02,0.93,0.11,0.89,0.0,0.96,0.7,0.28,0.71,0.27,0.22,0.28,0.18,0.27
0.77,0.79,0.57,0.5,0.24,0.77,0.23,0.1,0.76,0.43,0.49,0.17,0.76,0.03,0.23,0.81,0.16,0.94,0.05,0.54,0.16,0.53,0.05
0.74,0.65,0.51,0.16,0.28,0.19,0.58,0.1,0.11,0.15,0.34,0.89,0.11,0.33,0.58,0.94,0.05,0.94,0.04,0.66,0.05,0.89,0.04
0.78,0.73,0.58,0.43,0.19,0.59,0.3,0.27,0.1,0.43,0.2,0.89,0.1,0.47,0.3,0.95,0.04,0.86,0.11,0.72,0.04,0.69,0.11
0.83,0.82,0.66,0.63,0.14,0.93,0.06,0.32,0.17,0.62,0.12,0.82,0.17,0.76,0.06,0.99,0.01,0.81,0.17,0.93,0.01,0.41,0.17
0.83,0.83,0.66,0.58,0.17,0.86,0.12,0.22,0.31,0.54,0.21,0.67,0.31,0.44,0.12,0.96,0.03,0.89,0.1,0.86,0.03,0.53,0.1
0.82,0.82,0.65,0.61,0.16,0.88,0.11,0.27,0.3,0.57,0.2,0.67,0.3,0.46,0.11,0.99,0.0,0.89,0.1,0.98,0.0,0.51,0.1
0.83,0.81,0.65,0.6,0.15,0.88,0.09,0.3,0.17,0.59,0.13,0.82,0.17,0.66,0.09,0.99,0.01,0.82,0.15,0.95,0.01,0.46,0.15
0.82,0.81,0.64,0.7,0.11,0.98,0.02,0.51,0.1,0.74,0.06,0.88,0.1,0.93,0.02,0.92,0.07,0.77,0.21,0.68,0.07,0.33,0.21
0.83,0.81,0.66,0.61,0.15,0.9,0.08,0.3,0.17,0.6,0.12,0.82,0.17,0.7,0.08,0.99,0.01,0.82,0.16,0.96,0.01,0.44,0.16
0.82,0.79,0.63,0.58,0.15,0.85,0.12,0.31,0.13,0.58,0.12,0.86,0.13,0.66,0.12,0.98,0.02,0.81,0.16,0.87,0.02,0.5,0.16
0.82,0.81,0.65,0.67,0.12,0.99,0.0,0.41,0.12,0.7,0.06,0.87,0.12,0.98,0.0,0.96,0.03,0.77,0.2,0.8,0.03,0.36,0.2
0.83,0.81,0.65,0.59,0.15,0.87,0.1,0.27,0.18,0.57,0.14,0.8,0.18,0.64,0.1,1.0,0.0,0.83,0.15,1.0,0.0,0.47,0.15
0.82,0.81,0.65,0.69,0.11,0.98,0.02,0.47,0.1,0.72,0.06,0.88,0.1,0.93,0.02,0.94,0.05,0.76,0.21,0.73,0.05,0.34,0.21
0.82,0.8,0.65,0.73,0.09,0.93,0.06,0.64,0.05,0.79,0.06,0.94,0.05,0.79,0.06,0.91,0.08,0.74,0.23,0.58,0.08,0.32,0.23
0.81,0.79,0.63,0.78,0.07,0.87,0.1,0.87,0.01,0.87,0.06,0.98,0.01,0.68,0.1,0.89,0.1,0.71,0.26,0.46,0.1,0.29,0.26
0.79,0.79,0.59,0.82,0.07,0.96,0.03,0.88,0.04,0.92,0.04,0.95,0.04,0.78,0.03,0.77,0.19,0.8,0.19,0.48,0.19,0.29,0.19
0.83,0.81,0.65,0.67,0.12,0.99,0.01,0.4,0.14,0.7,0.08,0.85,0.14,0.95,0.01,0.96,0.04,0.78,0.19,0.8,0.04,0.36,0.19
0.82,0.79,0.63,0.78,0.07,0.88,0.09,0.91,0.01,0.9,0.05,0.99,0.01,0.68,0.09,0.87,0.12,0.72,0.25,0.45,0.12,0.29,0.25
0.83,0.83,0.66,0.59,0.17,0.87,0.12,0.23,0.31,0.55,0.21,0.66,0.31,0.45,0.12,0.96,0.03,0.89,0.1,0.87,0.03,0.52,0.1
0.83,0.83,0.66,0.58,0.17,0.86,0.13,0.21,0.31,0.54,0.22,0.66,0.31,0.45,0.13,0.96,0.04,0.89,0.1,0.83,0.04,0.52,0.1
0.83,0.82,0.66,0.65,0.14,0.94,0.05,0.35,0.19,0.65,0.12,0.79,0.19,0.76,0.05,0.97,0.03,0.82,0.16,0.87,0.03,0.4,0.16
0.82,0.82,0.64,0.65,0.14,0.92,0.07,0.36,0.24,0.64,0.15,0.73,0.24,0.6,0.07,0.95,0.04,0.86,0.13,0.83,0.04,0.44,0.13
0.83,0.82,0.65,0.64,0.14,0.92,0.07,0.33,0.21,0.62,0.14,0.76,0.21,0.68,0.07,0.97,0.02,0.84,0.15,0.89,0.02,0.42,0.15
0.82,0.82,0.65,0.67,0.13,0.96,0.03,0.41,0.16,0.68,0.1,0.82,0.16,0.85,0.03,0.94,0.05,0.81,0.17,0.78,0.05,0.37,0.17
0.83,0.81,0.65,0.67,0.12,0.99,0.01,0.42,0.13,0.7,0.07,0.86,0.13,0.97,0.01,0.95,0.04,0.78,0.2,0.78,0.04,0.35,0.2
0.82,0.81,0.65,0.68,0.12,1.0,0.0,0.44,0.13,0.72,0.07,0.86,0.13,1.0,0.0,0.94,0.05,0.78,0.2,0.75,0.05,0.34,0.2
0.83,0.82,0.66,0.66,0.13,0.97,0.03,0.38,0.15,0.68,0.09,0.83,0.15,0.87,0.03,0.96,0.03,0.8,0.18,0.83,0.03,0.37,0.18
0.82,0.81,0.64,0.72,0.1,0.95,0.04,0.56,0.08,0.76,0.06,0.91,0.08,0.85,0.04,0.92,0.07,0.75,0.22,0.64,0.07,0.32,0.22
0.8,0.8,0.61,0.78,0.08,0.95,0.04,0.76,0.06,0.85,0.05,0.92,0.06,0.78,0.04,0.82,0.15,0.77,0.21,0.53,0.15,0.29,0.21
0.82,0.82,0.64,0.67,0.13,0.96,0.03,0.42,0.17,0.69,0.1,0.81,0.17,0.82,0.03,0.93,0.05,0.82,0.17,0.77,0.05,0.38,0.17
0.83,0.82,0.66,0.63,0.14,0.94,0.05,0.31,0.19,0.62,0.12,0.8,0.19,0.77,0.05,0.99,0.01,0.81,0.17,0.94,0.01,0.4,0.17
