ACC,F1Score,MCC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,FPR_ratio,FPR_diff,EQO_ratio,EQO_diff,TNR_ratio,TNR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.53,0.7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.79,0.13,0.0,1.0,0.75,0.13,0.0,1.0
0.53,0.7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.79,0.13,0.0,1.0,0.75,0.13,0.0,1.0
0.53,0.7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.79,0.13,0.0,1.0,0.75,0.13,0.0,1.0
0.53,0.7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.79,0.13,0.0,1.0,0.75,0.13,0.0,1.0
0.53,0.7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.79,0.13,0.0,1.0,0.75,0.13,0.0,1.0
0.53,0.7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.79,0.13,0.0,1.0,0.75,0.13,0.0,1.0
0.53,0.7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.79,0.13,0.0,1.0,0.75,0.13,0.0,1.0
0.55,0.7,0.13,0.98,0.01,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.81,0.11,0.0,1.0,0.77,0.11,0.0,1.0
0.6,0.72,0.23,0.92,0.04,0.0,1.0,0.77,0.22,0.39,0.61,0.07,0.22,0.0,1.0,0.87,0.08,0.0,1.0,0.83,0.08,0.0,1.0
0.6,0.72,0.23,0.91,0.05,0.92,0.08,0.75,0.25,0.83,0.17,0.11,0.25,0.09,0.08,0.88,0.07,0.92,0.06,0.84,0.07,0.78,0.06
0.63,0.72,0.27,0.85,0.07,0.84,0.16,0.66,0.29,0.75,0.22,0.31,0.29,0.12,0.16,0.9,0.07,0.9,0.08,0.84,0.07,0.73,0.08
0.65,0.71,0.3,0.78,0.1,0.77,0.21,0.56,0.34,0.67,0.28,0.42,0.34,0.24,0.21,0.93,0.04,0.99,0.01,0.88,0.04,0.97,0.01
0.65,0.71,0.3,0.77,0.11,0.76,0.22,0.55,0.34,0.66,0.28,0.43,0.34,0.27,0.22,0.93,0.05,0.99,0.01,0.88,0.05,0.98,0.01
0.65,0.71,0.3,0.78,0.1,0.77,0.21,0.56,0.32,0.67,0.27,0.45,0.32,0.28,0.21,0.93,0.05,0.98,0.01,0.88,0.05,0.96,0.01
0.66,0.71,0.31,0.79,0.1,0.78,0.2,0.58,0.31,0.68,0.26,0.48,0.31,0.28,0.2,0.93,0.05,1.0,0.0,0.87,0.05,1.0,0.0
0.66,0.7,0.31,0.77,0.1,0.76,0.22,0.56,0.3,0.66,0.26,0.51,0.3,0.33,0.22,0.93,0.05,0.97,0.02,0.87,0.05,0.94,0.02
0.67,0.71,0.32,0.78,0.1,0.77,0.2,0.58,0.27,0.68,0.24,0.56,0.27,0.36,0.2,0.93,0.05,0.98,0.01,0.86,0.05,0.96,0.01
0.66,0.71,0.32,0.79,0.09,0.79,0.18,0.6,0.25,0.7,0.21,0.6,0.25,0.41,0.18,0.92,0.06,0.95,0.03,0.85,0.06,0.91,0.03
0.67,0.71,0.33,0.81,0.08,0.81,0.16,0.66,0.2,0.74,0.18,0.67,0.2,0.47,0.16,0.9,0.07,0.95,0.04,0.82,0.07,0.9,0.04
0.67,0.7,0.33,0.81,0.08,0.81,0.16,0.68,0.17,0.75,0.17,0.74,0.17,0.52,0.16,0.89,0.08,0.95,0.04,0.79,0.08,0.9,0.04
0.67,0.71,0.34,0.81,0.08,0.81,0.16,0.69,0.17,0.75,0.17,0.74,0.17,0.5,0.16,0.89,0.08,0.96,0.03,0.78,0.08,0.92,0.03
0.67,0.7,0.33,0.8,0.08,0.8,0.17,0.65,0.19,0.73,0.18,0.7,0.19,0.49,0.17,0.9,0.07,0.95,0.04,0.81,0.07,0.9,0.04
0.66,0.7,0.32,0.81,0.08,0.8,0.17,0.66,0.2,0.73,0.18,0.68,0.2,0.47,0.17,0.9,0.07,0.95,0.04,0.81,0.07,0.9,0.04
0.67,0.71,0.34,0.81,0.08,0.8,0.17,0.68,0.16,0.74,0.17,0.75,0.16,0.49,0.17,0.89,0.08,0.97,0.02,0.78,0.08,0.94,0.02
0.67,0.71,0.33,0.8,0.08,0.8,0.17,0.64,0.2,0.72,0.18,0.69,0.2,0.48,0.17,0.91,0.07,0.95,0.04,0.82,0.07,0.9,0.04
0.67,0.71,0.33,0.81,0.08,0.81,0.16,0.67,0.19,0.74,0.17,0.7,0.19,0.49,0.16,0.9,0.07,0.95,0.03,0.8,0.07,0.9,0.03
0.67,0.71,0.33,0.81,0.08,0.8,0.17,0.68,0.17,0.74,0.17,0.73,0.17,0.48,0.17,0.89,0.08,0.97,0.02,0.78,0.08,0.93,0.02
0.67,0.71,0.33,0.83,0.07,0.82,0.15,0.7,0.16,0.76,0.15,0.74,0.16,0.52,0.15,0.89,0.08,0.94,0.04,0.79,0.08,0.89,0.04
0.67,0.71,0.33,0.85,0.06,0.85,0.13,0.76,0.13,0.8,0.13,0.79,0.13,0.55,0.13,0.87,0.09,0.94,0.04,0.76,0.09,0.89,0.04
0.66,0.71,0.32,0.87,0.05,0.86,0.12,0.82,0.09,0.84,0.1,0.83,0.09,0.57,0.12,0.85,0.1,0.95,0.03,0.73,0.1,0.91,0.03
0.67,0.71,0.33,0.87,0.05,0.86,0.11,0.82,0.09,0.84,0.1,0.85,0.09,0.6,0.11,0.86,0.1,0.94,0.04,0.73,0.1,0.89,0.04
0.67,0.71,0.33,0.89,0.04,0.88,0.1,0.89,0.06,0.89,0.08,0.9,0.06,0.63,0.1,0.84,0.11,0.95,0.04,0.7,0.11,0.9,0.04
0.66,0.7,0.32,0.9,0.04,0.92,0.06,0.84,0.08,0.88,0.07,0.86,0.08,0.77,0.06,0.87,0.09,0.86,0.09,0.75,0.09,0.77,0.09
0.67,0.71,0.33,0.86,0.06,0.85,0.12,0.8,0.1,0.82,0.11,0.83,0.1,0.6,0.12,0.86,0.1,0.94,0.04,0.73,0.1,0.89,0.04
0.67,0.71,0.33,0.86,0.06,0.86,0.12,0.79,0.11,0.82,0.11,0.82,0.11,0.58,0.12,0.87,0.1,0.94,0.04,0.74,0.1,0.89,0.04
0.66,0.7,0.32,0.87,0.05,0.87,0.11,0.82,0.09,0.84,0.1,0.85,0.09,0.64,0.11,0.86,0.1,0.92,0.05,0.73,0.1,0.86,0.05
0.67,0.71,0.34,0.89,0.04,0.91,0.07,0.83,0.08,0.87,0.08,0.86,0.08,0.71,0.07,0.87,0.09,0.89,0.07,0.75,0.09,0.8,0.07
0.66,0.7,0.31,0.89,0.05,0.9,0.08,0.84,0.08,0.87,0.08,0.87,0.08,0.73,0.08,0.86,0.1,0.88,0.08,0.74,0.1,0.8,0.08
0.67,0.72,0.34,0.89,0.04,0.91,0.07,0.83,0.09,0.87,0.08,0.85,0.09,0.71,0.07,0.87,0.09,0.9,0.07,0.75,0.09,0.8,0.07
0.67,0.71,0.34,0.89,0.05,0.9,0.08,0.84,0.08,0.87,0.08,0.86,0.08,0.69,0.08,0.87,0.1,0.9,0.07,0.74,0.1,0.82,0.07
0.67,0.71,0.33,0.9,0.04,0.92,0.07,0.86,0.07,0.89,0.07,0.88,0.07,0.75,0.07,0.86,0.1,0.89,0.08,0.74,0.1,0.79,0.08
0.67,0.71,0.33,0.88,0.05,0.88,0.1,0.83,0.09,0.85,0.1,0.85,0.09,0.65,0.1,0.86,0.1,0.92,0.05,0.73,0.1,0.85,0.05
0.67,0.72,0.33,0.91,0.04,0.93,0.06,0.87,0.07,0.9,0.07,0.88,0.07,0.74,0.06,0.86,0.1,0.89,0.08,0.74,0.1,0.79,0.08
0.67,0.72,0.33,0.9,0.04,0.91,0.07,0.86,0.08,0.89,0.08,0.86,0.08,0.68,0.07,0.86,0.1,0.91,0.06,0.74,0.1,0.82,0.06
0.67,0.72,0.33,0.89,0.05,0.9,0.08,0.83,0.09,0.86,0.08,0.84,0.09,0.68,0.08,0.86,0.1,0.91,0.07,0.75,0.1,0.82,0.07
0.67,0.71,0.32,0.9,0.04,0.9,0.08,0.86,0.07,0.88,0.08,0.88,0.07,0.7,0.08,0.86,0.1,0.91,0.07,0.73,0.1,0.82,0.07
0.66,0.71,0.32,0.9,0.04,0.92,0.07,0.87,0.07,0.9,0.07,0.88,0.07,0.74,0.07,0.86,0.1,0.89,0.08,0.73,0.1,0.8,0.08
0.67,0.71,0.32,0.89,0.04,0.9,0.08,0.85,0.08,0.88,0.08,0.87,0.08,0.72,0.08,0.86,0.1,0.89,0.07,0.74,0.1,0.81,0.07
0.67,0.71,0.33,0.89,0.05,0.9,0.08,0.83,0.08,0.86,0.08,0.86,0.08,0.71,0.08,0.87,0.1,0.89,0.07,0.74,0.1,0.81,0.07
0.67,0.71,0.33,0.88,0.05,0.89,0.09,0.84,0.08,0.86,0.08,0.86,0.08,0.68,0.09,0.86,0.1,0.91,0.06,0.73,0.1,0.83,0.06
0.67,0.71,0.33,0.88,0.05,0.88,0.09,0.84,0.08,0.86,0.08,0.86,0.08,0.67,0.09,0.86,0.1,0.91,0.06,0.73,0.1,0.84,0.06
0.67,0.71,0.33,0.87,0.05,0.87,0.11,0.81,0.1,0.84,0.11,0.84,0.1,0.62,0.11,0.86,0.1,0.93,0.05,0.74,0.1,0.86,0.05
0.67,0.71,0.33,0.89,0.05,0.9,0.08,0.84,0.08,0.87,0.08,0.86,0.08,0.68,0.08,0.86,0.1,0.91,0.06,0.74,0.1,0.83,0.06
0.67,0.71,0.33,0.91,0.04,0.92,0.07,0.89,0.06,0.91,0.07,0.9,0.06,0.73,0.07,0.85,0.11,0.9,0.07,0.72,0.11,0.81,0.07
0.66,0.7,0.32,0.89,0.04,0.91,0.07,0.84,0.08,0.88,0.08,0.86,0.08,0.74,0.07,0.87,0.1,0.88,0.08,0.74,0.1,0.79,0.08
0.67,0.71,0.33,0.91,0.04,0.94,0.05,0.87,0.06,0.91,0.06,0.89,0.06,0.81,0.05,0.87,0.1,0.86,0.1,0.74,0.1,0.76,0.1
0.67,0.71,0.33,0.9,0.04,0.93,0.06,0.86,0.07,0.9,0.07,0.88,0.07,0.79,0.06,0.87,0.1,0.87,0.09,0.74,0.1,0.77,0.09
0.67,0.7,0.33,0.89,0.05,0.9,0.08,0.84,0.08,0.87,0.08,0.87,0.08,0.74,0.08,0.87,0.1,0.88,0.08,0.74,0.1,0.8,0.08
0.67,0.71,0.34,0.89,0.05,0.9,0.08,0.84,0.08,0.87,0.08,0.87,0.08,0.7,0.08,0.86,0.1,0.9,0.07,0.74,0.1,0.82,0.07
0.67,0.71,0.33,0.88,0.05,0.88,0.1,0.81,0.1,0.84,0.1,0.83,0.1,0.63,0.1,0.87,0.1,0.92,0.05,0.75,0.1,0.85,0.05
0.67,0.72,0.34,0.89,0.05,0.9,0.08,0.82,0.09,0.86,0.08,0.84,0.09,0.67,0.08,0.87,0.09,0.91,0.06,0.75,0.09,0.82,0.06
0.67,0.72,0.34,0.91,0.04,0.93,0.06,0.86,0.07,0.9,0.07,0.87,0.07,0.75,0.06,0.86,0.1,0.89,0.08,0.74,0.1,0.78,0.08
0.67,0.72,0.33,0.92,0.03,0.95,0.04,0.9,0.05,0.93,0.04,0.91,0.05,0.83,0.04,0.86,0.1,0.87,0.09,0.73,0.1,0.75,0.09
0.67,0.72,0.34,0.91,0.04,0.93,0.06,0.89,0.05,0.91,0.06,0.9,0.05,0.77,0.06,0.86,0.1,0.89,0.08,0.73,0.1,0.79,0.08
0.67,0.71,0.33,0.89,0.04,0.9,0.08,0.86,0.07,0.88,0.08,0.88,0.07,0.71,0.08,0.86,0.1,0.9,0.07,0.73,0.1,0.82,0.07
0.67,0.72,0.34,0.9,0.04,0.91,0.07,0.85,0.07,0.88,0.07,0.87,0.07,0.72,0.07,0.87,0.1,0.9,0.07,0.74,0.1,0.8,0.07
0.67,0.71,0.33,0.88,0.05,0.9,0.08,0.8,0.1,0.85,0.09,0.82,0.1,0.68,0.08,0.87,0.09,0.89,0.07,0.76,0.09,0.8,0.07
0.67,0.71,0.33,0.9,0.04,0.92,0.07,0.86,0.07,0.89,0.07,0.87,0.07,0.74,0.07,0.86,0.1,0.89,0.08,0.74,0.1,0.79,0.08
0.67,0.71,0.33,0.91,0.04,0.93,0.06,0.87,0.06,0.9,0.06,0.89,0.06,0.76,0.06,0.86,0.1,0.88,0.08,0.74,0.1,0.78,0.08
