ACC,F1Score,MCC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,FPR_ratio,FPR_diff,EQO_ratio,EQO_diff,TNR_ratio,TNR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.76,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.77,0.21,0.0,1.0,0.31,0.21
0.76,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.77,0.21,0.0,1.0,0.31,0.21
0.76,0.0,0.01,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.77,0.21,0.0,1.0,0.31,0.21
0.81,0.56,0.44,0.0,0.22,0.01,0.58,0.0,1.0,0.01,0.79,0.0,1.0,0.42,0.58,0.0,1.0,0.91,0.08,0.0,1.0,0.53,0.08
0.77,0.05,0.13,0.07,0.01,0.24,0.02,0.0,1.0,0.12,0.51,0.0,1.0,0.98,0.02,0.0,1.0,0.77,0.2,0.0,1.0,0.32,0.2
0.78,0.2,0.23,0.3,0.03,0.33,0.09,0.77,0.0,0.55,0.04,1.0,0.0,0.91,0.09,0.36,0.51,0.79,0.19,0.29,0.51,0.33,0.19
0.79,0.33,0.31,0.32,0.06,0.39,0.15,0.63,0.01,0.51,0.08,0.99,0.01,0.84,0.15,0.41,0.44,0.82,0.17,0.36,0.44,0.35,0.17
0.78,0.22,0.25,0.2,0.04,0.31,0.1,0.45,0.01,0.38,0.06,0.99,0.01,0.9,0.1,0.49,0.41,0.8,0.19,0.33,0.41,0.33,0.19
0.81,0.58,0.46,0.11,0.22,0.16,0.54,0.11,0.16,0.14,0.35,0.83,0.16,0.4,0.54,0.57,0.26,0.92,0.07,0.6,0.26,0.54,0.07
0.81,0.5,0.42,0.06,0.15,0.1,0.4,0.07,0.08,0.09,0.24,0.92,0.08,0.58,0.4,0.65,0.25,0.87,0.12,0.55,0.25,0.44,0.12
0.82,0.51,0.43,0.03,0.16,0.07,0.42,0.03,0.08,0.05,0.25,0.92,0.08,0.57,0.42,0.85,0.11,0.87,0.12,0.73,0.11,0.45,0.12
0.82,0.59,0.47,0.03,0.22,0.06,0.59,0.03,0.15,0.04,0.37,0.85,0.15,0.39,0.59,0.72,0.18,0.92,0.07,0.67,0.18,0.56,0.07
0.82,0.57,0.47,0.04,0.21,0.07,0.54,0.04,0.13,0.06,0.34,0.87,0.13,0.44,0.54,0.74,0.17,0.91,0.08,0.67,0.17,0.53,0.08
0.81,0.47,0.41,0.05,0.13,0.11,0.34,0.04,0.06,0.07,0.2,0.94,0.06,0.64,0.34,0.87,0.09,0.86,0.13,0.73,0.09,0.41,0.13
0.81,0.45,0.41,0.04,0.13,0.09,0.34,0.04,0.05,0.07,0.2,0.95,0.05,0.65,0.34,0.83,0.13,0.85,0.13,0.66,0.13,0.41,0.13
0.78,0.17,0.24,0.05,0.03,0.16,0.09,0.0,1.0,0.08,0.55,0.0,1.0,0.91,0.09,0.0,1.0,0.79,0.19,0.0,1.0,0.33,0.19
0.82,0.56,0.46,0.02,0.19,0.06,0.51,0.02,0.11,0.04,0.31,0.89,0.11,0.48,0.51,0.94,0.04,0.9,0.09,0.88,0.04,0.5,0.09
0.81,0.38,0.37,0.03,0.09,0.12,0.25,0.0,1.0,0.06,0.62,0.0,1.0,0.74,0.25,0.0,1.0,0.83,0.15,0.0,1.0,0.38,0.15
0.82,0.52,0.45,0.04,0.16,0.12,0.41,0.01,0.07,0.07,0.24,0.93,0.07,0.57,0.41,0.87,0.11,0.88,0.11,0.58,0.11,0.45,0.11
0.81,0.37,0.37,0.12,0.08,0.38,0.16,0.06,0.03,0.22,0.1,0.97,0.03,0.82,0.16,0.94,0.05,0.82,0.16,0.75,0.05,0.35,0.16
