ACC,F1Score,MCC,SP_ratio,SP_diff,TPR_ratio,TPR_diff,FPR_ratio,FPR_diff,EQO_ratio,EQO_diff,TNR_ratio,TNR_diff,FNR_ratio,FNR_diff,PPV_ratio,PPV_diff,NPV_ratio,NPV_diff,FDR_ratio,FDR_diff,FOR_ratio,FOR_diff
0.68,0.73,0.34,0.8,0.09,0.81,0.17,0.58,0.27,0.7,0.22,0.57,0.27,0.41,0.17,0.97,0.02,0.96,0.02,0.93,0.02,0.93,0.02
0.67,0.73,0.33,0.81,0.09,0.8,0.17,0.6,0.25,0.7,0.21,0.59,0.25,0.4,0.17,0.96,0.03,0.98,0.01,0.91,0.03,0.97,0.01
0.68,0.73,0.34,0.81,0.09,0.81,0.17,0.59,0.26,0.7,0.22,0.58,0.26,0.4,0.17,0.96,0.03,0.97,0.02,0.92,0.03,0.95,0.02
0.67,0.73,0.33,0.81,0.09,0.81,0.17,0.59,0.27,0.7,0.22,0.56,0.27,0.39,0.17,0.96,0.02,0.97,0.02,0.92,0.02,0.94,0.02
0.67,0.72,0.33,0.8,0.09,0.8,0.18,0.59,0.27,0.7,0.23,0.57,0.27,0.38,0.18,0.96,0.03,0.99,0.01,0.91,0.03,0.97,0.01
0.67,0.72,0.33,0.8,0.09,0.8,0.17,0.58,0.26,0.69,0.22,0.58,0.26,0.41,0.17,0.96,0.03,0.97,0.02,0.92,0.03,0.94,0.02
0.68,0.73,0.34,0.81,0.08,0.8,0.17,0.61,0.23,0.71,0.2,0.62,0.23,0.41,0.17,0.95,0.04,1.0,0.0,0.89,0.04,1.0,0.0
0.68,0.73,0.34,0.8,0.09,0.8,0.18,0.6,0.24,0.7,0.21,0.61,0.24,0.41,0.18,0.96,0.03,0.99,0.01,0.9,0.03,0.98,0.01
0.68,0.72,0.34,0.79,0.09,0.79,0.19,0.58,0.26,0.69,0.23,0.6,0.26,0.39,0.19,0.96,0.03,0.99,0.0,0.91,0.03,0.99,0.0
0.67,0.72,0.33,0.79,0.09,0.78,0.19,0.57,0.27,0.68,0.23,0.59,0.27,0.39,0.19,0.96,0.03,0.99,0.01,0.92,0.03,0.98,0.01
0.67,0.72,0.34,0.79,0.09,0.78,0.19,0.58,0.26,0.68,0.23,0.59,0.26,0.38,0.19,0.96,0.03,1.0,0.0,0.91,0.03,1.0,0.0
0.67,0.72,0.33,0.78,0.1,0.77,0.21,0.57,0.27,0.67,0.24,0.57,0.27,0.34,0.21,0.96,0.03,0.97,0.02,0.91,0.03,0.95,0.02
0.67,0.72,0.33,0.78,0.1,0.77,0.21,0.56,0.28,0.67,0.24,0.56,0.28,0.34,0.21,0.96,0.03,0.98,0.01,0.92,0.03,0.96,0.01
0.68,0.73,0.34,0.79,0.09,0.79,0.19,0.57,0.29,0.68,0.24,0.54,0.29,0.33,0.19,0.97,0.02,0.98,0.01,0.93,0.02,0.97,0.01
0.68,0.73,0.34,0.79,0.09,0.79,0.2,0.56,0.29,0.68,0.24,0.53,0.29,0.31,0.2,0.97,0.02,0.97,0.02,0.93,0.02,0.93,0.02
0.68,0.73,0.35,0.8,0.09,0.79,0.2,0.58,0.28,0.69,0.24,0.55,0.28,0.3,0.2,0.96,0.03,0.95,0.04,0.91,0.03,0.89,0.04
0.68,0.73,0.35,0.8,0.09,0.79,0.19,0.57,0.28,0.68,0.24,0.55,0.28,0.32,0.19,0.96,0.03,0.97,0.02,0.92,0.03,0.94,0.02
0.68,0.73,0.35,0.8,0.09,0.79,0.19,0.58,0.27,0.69,0.23,0.57,0.27,0.35,0.19,0.96,0.03,0.98,0.01,0.92,0.03,0.96,0.01
0.68,0.73,0.34,0.8,0.09,0.81,0.17,0.58,0.26,0.7,0.22,0.58,0.26,0.4,0.17,0.97,0.02,0.97,0.02,0.93,0.02,0.95,0.02
0.68,0.73,0.34,0.8,0.09,0.8,0.17,0.59,0.25,0.7,0.21,0.6,0.25,0.41,0.17,0.96,0.03,0.98,0.01,0.92,0.03,0.96,0.01
0.68,0.73,0.34,0.8,0.09,0.8,0.17,0.59,0.25,0.7,0.21,0.6,0.25,0.42,0.17,0.96,0.03,0.98,0.01,0.91,0.03,0.96,0.01
0.68,0.73,0.34,0.8,0.09,0.8,0.17,0.59,0.25,0.7,0.21,0.6,0.25,0.41,0.17,0.96,0.03,0.98,0.01,0.92,0.03,0.96,0.01
0.68,0.73,0.35,0.79,0.09,0.78,0.19,0.59,0.25,0.69,0.22,0.62,0.25,0.38,0.19,0.96,0.03,0.99,0.01,0.9,0.03,0.97,0.01
0.68,0.73,0.36,0.77,0.1,0.77,0.2,0.54,0.28,0.66,0.24,0.59,0.28,0.37,0.2,0.98,0.02,0.99,0.01,0.94,0.02,0.98,0.01
0.68,0.72,0.36,0.77,0.1,0.76,0.21,0.55,0.26,0.66,0.23,0.61,0.26,0.36,0.21,0.97,0.02,0.97,0.02,0.92,0.02,0.95,0.02
0.68,0.72,0.35,0.78,0.1,0.77,0.2,0.55,0.27,0.66,0.24,0.59,0.27,0.37,0.2,0.97,0.02,0.99,0.0,0.93,0.02,0.99,0.0
0.68,0.73,0.34,0.79,0.09,0.78,0.19,0.59,0.25,0.69,0.22,0.6,0.25,0.36,0.19,0.95,0.03,0.98,0.02,0.9,0.03,0.95,0.02
0.68,0.73,0.34,0.8,0.09,0.79,0.18,0.59,0.26,0.69,0.22,0.58,0.26,0.37,0.18,0.96,0.03,0.99,0.0,0.91,0.03,0.99,0.0
0.68,0.73,0.35,0.8,0.09,0.81,0.17,0.59,0.26,0.7,0.22,0.58,0.26,0.37,0.17,0.96,0.03,1.0,0.0,0.92,0.03,0.99,0.0
0.68,0.73,0.35,0.8,0.09,0.79,0.18,0.59,0.25,0.69,0.21,0.6,0.25,0.37,0.18,0.96,0.03,0.98,0.01,0.91,0.03,0.97,0.01
0.68,0.73,0.35,0.8,0.09,0.78,0.19,0.6,0.25,0.69,0.22,0.61,0.25,0.36,0.19,0.95,0.03,0.97,0.02,0.89,0.03,0.94,0.02
0.68,0.73,0.35,0.79,0.09,0.78,0.19,0.59,0.25,0.69,0.22,0.61,0.25,0.36,0.19,0.96,0.03,0.97,0.02,0.9,0.03,0.94,0.02
0.69,0.73,0.36,0.8,0.09,0.79,0.18,0.59,0.25,0.69,0.21,0.61,0.25,0.37,0.18,0.96,0.03,0.98,0.01,0.91,0.03,0.95,0.01
0.69,0.74,0.36,0.8,0.09,0.8,0.18,0.59,0.26,0.7,0.22,0.59,0.26,0.34,0.18,0.96,0.03,0.97,0.02,0.91,0.03,0.93,0.02
0.69,0.74,0.36,0.8,0.09,0.8,0.18,0.59,0.26,0.7,0.22,0.58,0.26,0.32,0.18,0.96,0.03,0.96,0.03,0.91,0.03,0.9,0.03
